flavor,mass_GeV,channel,status,central_rows,variation_rows,mass_label,rows,central_hits,variation_hits,common_hits,xor_hits,false_hits,missed_hits,xor_per_row,xor_per_variation_hit,missed_per_variation_hit,entry_absdiff_m_median,entry_absdiff_m_p90,entry_absdiff_m_max,exit_absdiff_m_median,exit_absdiff_m_p90,exit_absdiff_m_max,path_absdiff_m_median,path_absdiff_m_p90,path_absdiff_m_max
Umu,2.6,Bmeson,ok,,,2p600,99999.0,722.0,729.0,15.0,1421.0,707.0,714.0,0.014210142101421014,1.9492455418381345,0.9794238683127572,1.1185288855994386,2.5779102189264123,2.6964767187695706,1.3891168109031966,2.8918531191738333,3.4918290622828962,0.8490102981815184,1.798317058988296,2.521734442985231
Umu,2.6,Bc,ok,,,2p600,100000.0,769.0,769.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,2.6,Bbaryon,ok,,,2p600,100000.0,699.0,722.0,21.0,1379.0,678.0,701.0,0.01379,1.9099722991689752,0.9709141274238227,1.0604436657878615,1.8811381723794192,2.3810122614259726,1.2424794117263431,2.328664859943082,3.0498274979643405,0.5272685538334372,1.5435806509850316,2.212774981733663
Umu,2.6,WZ,ok,,,2p600,100000.0,788.0,788.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,2.8,ALL,ok,,,2p800,399999.0,2942.0,2947.0,1588.0,2713.0,1354.0,1359.0,0.0067825169562923905,0.9205972175093315,0.46114692908042076,0.0,0.0,2.969670331903302,0.0,0.0,3.7583714947054574,0.0,0.0,2.805457271368873
Umu,2.8,Bmeson,ok,,,2p800,99999.0,695.0,675.0,16.0,1338.0,679.0,659.0,0.013380133801338014,1.9822222222222223,0.9762962962962963,1.2888278521962757,2.068091379153419,2.969670331903302,1.0361145948561337,3.0482757971463723,3.7583714947054574,0.677350222781854,2.122866887626868,2.805457271368873
Umu,2.8,Bc,ok,,,2p800,100000.0,772.0,772.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,2.8,Bbaryon,ok,,,2p800,100000.0,688.0,713.0,13.0,1375.0,675.0,700.0,0.01375,1.9284712482468442,0.9817671809256662,1.311026234961421,2.03375903351471,2.1971961851013155,0.7232400382925732,1.5042543612138715,2.1482343065503535,0.8159069725647541,1.9519945689763516,2.3362149985039515
Umu,2.8,WZ,ok,,,2p800,100000.0,787.0,787.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,3.0,ALL,ok,,,3p000,399999.0,2977.0,2950.0,1583.0,2761.0,1394.0,1367.0,0.006902517256293141,0.9359322033898305,0.4633898305084746,0.0,0.0,3.6759781762966384,0.0,0.0,3.9619541092904385,0.0,0.0,3.0745535676101383
Umu,3.0,Bmeson,ok,,,3p000,99999.0,714.0,699.0,20.0,1373.0,694.0,679.0,0.013730137301373013,1.9642346208869814,0.9713876967095851,1.0479018165055543,2.551206177935875,3.034733407864614,1.261741863653958,2.737184471825252,3.9619541092904385,0.9482428349500331,2.308573535136047,2.895819855548602
Umu,3.0,Bc,ok,,,3p000,100000.0,768.0,768.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,3.0,Bbaryon,ok,,,3p000,100000.0,714.0,702.0,14.0,1388.0,700.0,688.0,0.01388,1.9772079772079771,0.98005698005698,1.7422587789522392,2.7374622903562917,3.6759781762966384,1.1799809803429557,2.534061957858393,3.6743863180813534,1.9986980598301258,2.565085983994241,3.0745535676101383
Umu,3.0,WZ,ok,,,3p000,100000.0,781.0,781.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,3.2,ALL,ok,,,3p200,399999.0,3041.0,3021.0,1638.0,2786.0,1403.0,1383.0,0.006965017412543531,0.922211188348229,0.45779543197616684,0.0,0.0,4.13661157175256,0.0,0.0,3.529850072163171,0.0,0.0,2.7943274605305533
Umu,3.2,Bmeson,ok,,,3p200,99999.0,741.0,734.0,20.0,1435.0,721.0,714.0,0.014350143501435014,1.9550408719346049,0.9727520435967303,1.4016164653814585,2.384136082160813,4.13661157175256,1.2366192088588122,1.7716169158864215,3.278186744802298,1.1598604265878176,2.2711084407821205,2.393022120672434
Umu,3.2,Bc,ok,,,3p200,100000.0,792.0,792.0,792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,3.2,Bbaryon,ok,,,3p200,100000.0,702.0,689.0,20.0,1351.0,682.0,669.0,0.01351,1.960812772133527,0.9709724238026125,1.1410818257581195,1.7705642730363582,2.064419306383275,1.6448030380218128,2.610670900441519,3.529850072163171,0.5060081215248822,2.6401955569314977,2.7943274605305533
Umu,3.2,WZ,ok,,,3p200,100000.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,3.4,ALL,ok,,,3p400,299999.0,2274.0,2294.0,1593.0,1382.0,681.0,701.0,0.004606682022273408,0.6024411508282476,0.3055797733217088,0.0,0.0,2.7816583164717628,0.0,0.0,3.7720029752107003,0.0,0.0,2.5935757560682227
Umu,3.4,Bmeson,ok,,,3p400,99999.0,700.0,720.0,19.0,1382.0,681.0,701.0,0.013820138201382014,1.9194444444444445,0.9736111111111111,1.6021368970669485,2.144145697937056,2.7816583164717628,1.04243329480866,1.8578358441868257,3.7720029752107003,0.6682409852522646,2.1222566103521827,2.5935757560682227
Umu,3.4,Bc,ok,,,3p400,100000.0,777.0,777.0,777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,3.4,WZ,ok,,,3p400,100000.0,797.0,797.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,3.6,ALL,ok,,,3p600,299999.0,2298.0,2291.0,1561.0,1467.0,737.0,730.0,0.0048900163000543334,0.6403317328677434,0.3186381492797905,0.0,0.0,2.4536996279823953,0.0,0.0,1.6236111851997208,0.0,0.0,3.3810232399103235
Umu,3.6,Bmeson,ok,,,3p600,99999.0,745.0,738.0,8.0,1467.0,737.0,730.0,0.014670146701467015,1.9878048780487805,0.989159891598916,1.4297146580486384,2.19429624811994,2.4536996279823953,0.7633742289341594,1.487766837604402,1.6236111851997208,1.1389860715365447,2.2548893029693553,3.3810232399103235
Umu,3.6,Bc,ok,,,3p600,100000.0,750.0,750.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,3.6,WZ,ok,,,3p600,100000.0,803.0,803.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,0.305,ALL,length_mismatch,662957.0,662958.0,,,,,,,,,,,,,,,,,,,,
Utau,0.5,ALL,length_mismatch,662957.0,662958.0,,,,,,,,,,,,,,,,,,,,
Utau,0.7,ALL,length_mismatch,662957.0,662958.0,,,,,,,,,,,,,,,,,,,,
Utau,0.9,ALL,length_mismatch,662957.0,662958.0,,,,,,,,,,,,,,,,,,,,
Utau,1.0,ALL,length_mismatch,662957.0,662958.0,,,,,,,,,,,,,,,,,,,,
Utau,1.2,ALL,length_mismatch,662957.0,662958.0,,,,,,,,,,,,,,,,,,,,
Utau,1.4,ALL,length_mismatch,662957.0,662958.0,,,,,,,,,,,,,,,,,,,,
Utau,1.6,ALL,length_mismatch,562957.0,562958.0,,,,,,,,,,,,,,,,,,,,
Utau,1.8,ALL,ok,,,1p800,299999.0,2468.0,2446.0,1671.0,1572.0,797.0,775.0,0.005240017466724889,0.642681929681112,0.3168438266557645,0.0,0.0,3.5786505375263467,0.0,0.0,3.0401548709867114,0.0,0.0,2.569647692633268
Utau,1.8,Bmeson,ok,,,1p800,99999.0,823.0,801.0,26.0,1572.0,797.0,775.0,0.015720157201572015,1.9625468164794007,0.9675405742821473,1.266684354274032,2.75504847382898,3.5786505375263467,0.7094494871870296,2.7051052719413153,3.0401548709867114,0.5604380017574382,2.2269587718668173,2.569647692633268
Utau,1.8,Bc,ok,,,1p800,100000.0,838.0,838.0,838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,1.8,WZ,ok,,,1p800,100000.0,807.0,807.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.0,ALL,ok,,,2p000,299999.0,2395.0,2371.0,1616.0,1534.0,779.0,755.0,0.005113350377834593,0.6469843947701391,0.31843104175453396,0.0,0.0,2.638028884147431,0.0,0.0,3.249000558438592,0.0,0.0,2.9605493892914083
Utau,2.0,Bmeson,ok,,,2p000,99999.0,794.0,770.0,15.0,1534.0,779.0,755.0,0.015340153401534015,1.9922077922077923,0.9805194805194806,1.2505381109012959,2.293154663964453,2.638028884147431,0.7234322059227409,1.6272961920551252,3.249000558438592,1.1520881233145204,2.7612477999141922,2.9605493892914083
Utau,2.0,Bc,ok,,,2p000,100000.0,795.0,795.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.0,WZ,ok,,,2p000,100000.0,806.0,806.0,806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.2,ALL,ok,,,2p200,299999.0,2415.0,2379.0,1646.0,1502.0,769.0,733.0,0.005006683355611185,0.6313577133249264,0.30811265237494745,0.0,0.0,3.044326422971494,0.0,0.0,3.57093772977246,0.0,0.0,2.7774212677738213
Utau,2.2,Bmeson,ok,,,2p200,99999.0,786.0,750.0,17.0,1502.0,769.0,733.0,0.015020150201502014,2.002666666666667,0.9773333333333334,0.7935164619986388,2.541080895450858,3.044326422971494,1.1871867656450164,2.5515239983174443,3.57093772977246,0.6769092107842951,1.7412845540806878,2.7774212677738213
Utau,2.2,Bc,ok,,,2p200,100000.0,810.0,810.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.2,WZ,ok,,,2p200,100000.0,819.0,819.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.4,ALL,ok,,,2p400,299999.0,2334.0,2298.0,1609.0,1414.0,725.0,689.0,0.004713349044496815,0.6153176675369887,0.2998259355961706,0.0,0.0,2.82476749357161,0.0,0.0,2.796865452643143,0.0,0.0,3.2322974551818326
Utau,2.4,Bmeson,ok,,,2p400,99999.0,749.0,713.0,24.0,1414.0,725.0,689.0,0.014140141401414013,1.9831697054698456,0.9663394109396914,1.3649439121672025,2.452407999893431,2.82476749357161,1.1281180726758926,1.5463829138871699,2.796865452643143,0.5805811506387233,2.53997046059896,3.2322974551818326
Utau,2.4,Bc,ok,,,2p400,100000.0,791.0,791.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.4,WZ,ok,,,2p400,100000.0,794.0,794.0,794.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.6,ALL,ok,,,2p600,299999.0,2310.0,2279.0,1589.0,1411.0,721.0,690.0,0.0047033490111633705,0.6191311978938131,0.30276437033786746,0.0,0.0,3.5160781996098365,0.0,0.0,2.4127990058372433,0.0,0.0,1.962672772815285
Utau,2.6,Bmeson,ok,,,2p600,99999.0,733.0,702.0,12.0,1411.0,721.0,690.0,0.014110141101411015,2.00997150997151,0.9829059829059829,1.9771601419992457,3.4162455759995316,3.5160781996098365,1.6802628500207337,2.330955228018251,2.4127990058372433,1.0343958577955856,1.776655722100412,1.962672772815285
Utau,2.6,Bc,ok,,,2p600,100000.0,790.0,790.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.6,WZ,ok,,,2p600,100000.0,787.0,787.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.8,ALL,ok,,,2p800,299999.0,2243.0,2267.0,1538.0,1434.0,705.0,729.0,0.004780015933386445,0.6325540361711512,0.321570357300397,0.0,0.0,3.353820356345139,0.0,0.0,2.621165993362027,0.0,0.0,2.477919145387819
Utau,2.8,Bmeson,ok,,,2p800,99999.0,721.0,745.0,16.0,1434.0,705.0,729.0,0.014340143401434014,1.9248322147651007,0.978523489932886,1.461055059434635,2.2344270742230226,3.353820356345139,1.207390815891113,1.7906193653920717,2.621165993362027,0.559637672206609,1.8277445121840792,2.477919145387819
Utau,2.8,Bc,ok,,,2p800,100000.0,739.0,739.0,739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,2.8,WZ,ok,,,2p800,100000.0,783.0,783.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.0,ALL,ok,,,3p000,299999.0,2246.0,2253.0,1531.0,1437.0,715.0,722.0,0.004790015966719889,0.6378162450066578,0.32046160674656016,0.0,0.0,2.0182934443687586,0.0,0.0,3.884490147495608,0.0,0.0,3.218546998620184
Utau,3.0,Bmeson,ok,,,3p000,99999.0,731.0,738.0,16.0,1437.0,715.0,722.0,0.014370143701437015,1.9471544715447155,0.978319783197832,0.8854812562211425,1.6143940810991708,2.0182934443687586,1.1401171488657624,3.568498408182055,3.884490147495608,0.9301286082483742,2.659180355995936,3.218546998620184
Utau,3.0,Bc,ok,,,3p000,100000.0,720.0,720.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.0,WZ,ok,,,3p000,100000.0,795.0,795.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.2,ALL,ok,,,3p200,300000.0,2306.0,2297.0,1614.0,1375.0,692.0,683.0,0.004583333333333333,0.5986068785372225,0.29734436221158034,0.0,0.0,2.896257564565012,0.0,0.0,4.000271371253461,0.0,0.0,3.1568488197986575
Utau,3.2,Bmeson,ok,,,3p200,100000.0,714.0,705.0,22.0,1375.0,692.0,683.0,0.01375,1.950354609929078,0.9687943262411347,1.4841455668373804,2.2700523722967296,2.896257564565012,1.3391440392763023,3.2159701710985864,4.000271371253461,0.8630745485611193,2.8717552361495646,3.1568488197986575
Utau,3.2,Bc,ok,,,3p200,100000.0,753.0,753.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.2,WZ,ok,,,3p200,100000.0,839.0,839.0,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.4,ALL,ok,,,3p400,300000.0,2239.0,2239.0,1538.0,1402.0,701.0,701.0,0.004673333333333333,0.6261723983921393,0.31308619919606967,0.0,0.0,4.413875559119852,0.0,0.0,3.3395863117153297,0.0,0.0,2.9228440316922644
Utau,3.4,Bmeson,ok,,,3p400,100000.0,722.0,722.0,21.0,1402.0,701.0,701.0,0.01402,1.9418282548476453,0.9709141274238227,1.8414223736814819,3.377545267518837,4.413875559119852,1.4910315274275874,2.9743347469078856,3.3395863117153297,0.9612622634454944,2.357292392726311,2.9228440316922644
Utau,3.4,Bc,ok,,,3p400,100000.0,694.0,694.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.4,WZ,ok,,,3p400,100000.0,823.0,823.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.6,ALL,ok,,,3p600,200000.0,1464.0,1464.0,1464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.6,Bc,ok,,,3p600,100000.0,674.0,674.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.6,WZ,ok,,,3p600,100000.0,790.0,790.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
