flavor,mass_GeV,channel,status,central_rows,variation_rows,mass_label,rows,central_hits,variation_hits,common_hits,xor_hits,false_hits,missed_hits,xor_per_row,xor_per_variation_hit,missed_per_variation_hit,entry_absdiff_m_median,entry_absdiff_m_p90,entry_absdiff_m_max,exit_absdiff_m_median,exit_absdiff_m_p90,exit_absdiff_m_max,path_absdiff_m_median,path_absdiff_m_p90,path_absdiff_m_max
Utau,3.2,Bmeson,ok,,,3p200,100000.0,714.0,726.0,31.0,1378.0,683.0,695.0,0.01378,1.8980716253443526,0.9573002754820936,0.5145412066289765,2.4781751332281416,3.422370893609088,0.4259713922211077,2.3030316293015574,2.6575422626542036,0.36138786500331577,2.4713084303650312,3.3224615238441295
Utau,3.2,Bc,ok,,,3p200,100000.0,753.0,753.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.2,WZ,ok,,,3p200,100000.0,839.0,839.0,839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.4,ALL,ok,,,3p400,300000.0,2239.0,2279.0,1554.0,1410.0,685.0,725.0,0.0047,0.6186924089512944,0.3181219833260202,0.0,0.0,2.66774394407987,0.0,0.0,4.332527228729919,0.0,0.0,4.1354772566363245
Utau,3.4,Bmeson,ok,,,3p400,100000.0,722.0,762.0,37.0,1410.0,685.0,725.0,0.0141,1.8503937007874016,0.9514435695538058,0.3877844722654338,1.0652793508585672,2.66774394407987,0.43564830580063685,1.3497591440606496,4.332527228729919,0.38385926042546714,2.2483864040770865,4.1354772566363245
Utau,3.4,Bc,ok,,,3p400,100000.0,694.0,694.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.4,WZ,ok,,,3p400,100000.0,823.0,823.0,823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.6,ALL,ok,,,3p600,200000.0,1464.0,1464.0,1464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.6,Bc,ok,,,3p600,100000.0,674.0,674.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Utau,3.6,WZ,ok,,,3p600,100000.0,790.0,790.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
