variation,axis,mass_GeV,has_sensitivity,peak_N,peak_invf,invf_min,invf_max,invf_min_open,invf_max_open,central_has_sensitivity,central_peak_N,central_peak_invf,central_invf_min,central_invf_max,central_invf_min_open,central_invf_max_open,restores_sensitivity,removes_sensitivity,topology_differs,comparison_role,included_in_pointwise_halo
decay_2310_structural,decay_structure,0.8,True,3862.420704855098,4.499413033015378e-07,3.6392756135070496e-08,2.371535330224377e-06,False,False,True,3854.1758940440673,4.523956232538049e-07,3.643130085981474e-08,2.380933039138681e-06,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,0.82,True,4034.711385231578,4.488977349875263e-07,3.5964879052535216e-08,2.6027546999325502e-06,False,False,True,4049.03526861781,4.523956232538049e-07,3.593140608116874e-08,2.659347400070969e-06,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,0.84,True,3775.102167357972,4.30655771579034e-07,3.51700837016021e-08,2.365281261961275e-06,False,False,True,3762.3710514453255,4.2536577327503834e-07,3.5123557909290635e-08,2.3697302793540392e-06,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,0.86,True,3460.5755239769487,4.17291729326115e-07,3.5064906035104956e-08,2.224647759649251e-06,False,False,True,3460.1233474811233,4.2536577327503834e-07,3.4929304237022714e-08,2.224126150454236e-06,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,0.88,True,3400.421396102243,4.032700867010624e-07,3.4438049152851714e-08,2.397386655788913e-06,False,False,True,3384.894982163096,3.999509097203662e-07,3.4373984145591956e-08,2.370988270182762e-06,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,0.9,True,3057.3004824740087,3.974215818691865e-07,3.434167807816794e-08,2.348025662711897e-06,False,False,True,3036.8401779562028,3.999509097203662e-07,3.429824919072794e-08,2.3452889165960387e-06,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,0.92,True,2424.0540996168784,3.616136932215216e-07,3.312971824597305e-08,1.920805527433301e-06,False,False,True,2412.655582226911,3.535859366535176e-07,3.2975135017629266e-08,1.9426146078221738e-06,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,0.94,True,824.9480634593906,2.344736394943312e-07,2.797300811098853e-08,1.081211974832033e-06,False,False,True,813.4229003663273,2.2972275360711513e-07,2.7808928443001012e-08,1.073243580399074e-06,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,0.96,False,,,,,False,False,False,,,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,0.98,True,381.80969757282463,1.6516659558718693e-07,2.3997451665569368e-08,7.841706953994749e-07,False,False,True,267.8069201767117,1.4033215376054846e-07,2.262597876769353e-08,6.49250576145046e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.0,True,672.9854489119967,2.0889128968539874e-07,2.6710503822974264e-08,9.33006703284492e-07,False,False,True,386.3851900635834,1.6882033167003626e-07,2.4324911781506908e-08,7.058845288804558e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.05,True,692.3047323960294,2.1521495314199938e-07,2.7322778815449532e-08,1.0125988651195334e-06,False,False,True,250.927493981891,1.4033215376054846e-07,2.285783427583638e-08,5.929964238690361e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.1,True,401.80346037636474,1.6849061248823778e-07,2.4951072321787373e-08,7.471538247250433e-07,False,False,True,102.06027962908732,9.117299484984922e-08,1.9208467190979482e-08,3.32512383600205e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.15,True,182.53888063383252,1.192026184823163e-07,2.1681390324086144e-08,4.781210581712958e-07,False,False,True,39.55690541094354,5.5695409058001254e-08,1.5870087044509693e-08,1.753148059386185e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.2,True,106.9603802892924,9.413661090922412e-08,1.956436397191499e-08,3.351592450960241e-07,False,False,True,14.568280147372802,3.6184987596427426e-08,1.3419607798011148e-08,8.400975123028366e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.25,True,70.76220356711931,7.503447506843782e-08,1.781109315271194e-08,2.5084136819754405e-07,False,False,True,3.0969563832034326,1.6244350109588655e-08,1.412525511966762e-08,1.8019406568101545e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.3,True,47.98227400418192,6.402485720331905e-08,1.6778789903447297e-08,2.010664560818427e-07,False,False,False,0.5319521136323073,6.856782936641738e-09,,,False,False,True,False,True,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.35,True,38.56972153073423,5.6512414732611306e-08,1.570215973373618e-08,1.6702166501005846e-07,False,False,False,1.6736308867577736,1.1937766417144358e-08,,,False,False,True,False,True,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.4,True,28.600964814995542,4.7900900328300284e-08,1.4780202629787789e-08,1.2898474289461084e-07,False,False,True,3.183789615711767,1.6244350109588655e-08,1.3682033277433775e-08,1.904323728472495e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.45,True,22.43088975784545,4.2326391840163795e-08,1.4250778864592349e-08,1.083540004760826e-07,False,False,False,1.3855230569556856,1.0553861030365231e-08,,,False,False,True,False,True,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.5,True,18.611787140997468,3.8944177770158356e-08,1.3840177355909988e-08,9.35799991433944e-08,False,False,True,4.484905214682684,1.9542040079740516e-08,1.2337003578288732e-08,2.9420182980587785e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.55,True,16.65069147421521,3.7686926318529e-08,1.37397635412597e-08,8.94150253659373e-08,False,False,True,6.025790617302806,2.3509178754572845e-08,1.243157126005699e-08,4.0366774399394194e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.6,True,14.781361081361403,3.447650524780062e-08,1.3201771448830226e-08,8.066429244733619e-08,False,False,True,6.8071932337166885,2.3509178754572845e-08,1.2348402895787656e-08,4.4575137243146096e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.65,True,13.72366571701139,3.308550764010238e-08,1.3093490193233731e-08,7.490568513673787e-08,False,False,True,7.3107301114646495,2.5003068519063217e-08,1.2444563715144557e-08,4.651268801229069e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.7,True,13.740338619410348,3.33146862735799e-08,1.3059636047097714e-08,7.385332123929188e-08,False,False,True,8.366832606962522,2.6591887445126912e-08,1.2506272315210821e-08,5.143838699216202e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.75,True,14.282740239784152,3.3535454165694886e-08,1.3057757829826284e-08,7.59000893441083e-08,False,False,True,9.224377787492918,2.8281667802300298e-08,1.2603522691586948e-08,5.5439492304751624e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.8,True,15.294814656417769,3.505090605257799e-08,1.3345441244997184e-08,8.622581441153835e-08,False,False,True,10.39901930371977,3.0078825180430956e-08,1.2915491664732612e-08,6.425674758158877e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.85,True,17.33375210975472,3.6952048892600297e-08,1.349239940838172e-08,8.58011509216363e-08,False,False,True,12.38441449706595,3.199018284775061e-08,1.3082206662029562e-08,6.875648800020447e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.9,True,20.536717602155377,4.0435734422231194e-08,1.379822993295166e-08,1.0111691674773957e-07,False,False,True,15.566246291805712,3.6184987596427426e-08,1.3419393714859993e-08,8.47219490803546e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,1.95,True,23.33437795668347,4.3395836716134184e-08,1.4435118648919918e-08,1.1305288513011353e-07,False,False,True,18.10796549537428,3.8484361094874256e-08,1.4042082359183756e-08,9.465381710016697e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.0,True,26.622153820644915,4.8256714974604296e-08,1.5269478817955126e-08,1.2938975657410097e-07,False,False,True,21.794119401785803,4.3530733647318836e-08,1.4451298130415456e-08,1.0970137182965065e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.05,True,25.017263318697115,4.603092203620904e-08,1.4988852633414777e-08,1.193319425034164e-07,False,False,True,21.869142936290167,4.3530733647318836e-08,1.4340658141513984e-08,1.0718303894334442e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.1,True,24.19047975579111,4.4430372575276416e-08,1.4845650055903511e-08,1.1591798069089715e-07,False,False,True,22.379136545216387,4.3530733647318836e-08,1.4394258970306146e-08,1.0893922173465654e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.15,True,22.690035137756972,4.4279987131139927e-08,1.4995279227591916e-08,1.1215313654002513e-07,False,False,True,22.808743542963946,4.3530733647318836e-08,1.4603376985334244e-08,1.0933186780297873e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.2,True,21.98086757490312,4.3488301851365136e-08,1.4772132277694702e-08,1.0520306286986785e-07,False,False,True,21.860755599698177,4.3530733647318836e-08,1.4774099662219933e-08,1.0529075621370569e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.25,True,21.31847210447253,4.292105411440833e-08,1.4895835903178578e-08,1.044978295216606e-07,False,False,True,21.180271920507128,4.3530733647318836e-08,1.491954625996002e-08,1.0469494986008905e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.3,True,20.044743553840497,4.2541560461551135e-08,1.4978612421065888e-08,1.0763482842978385e-07,False,False,True,19.893946426918653,4.3530733647318836e-08,1.4931115320049414e-08,1.0690311693166325e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.35,True,20.122289255800023,4.339408907062205e-08,1.5141547723655553e-08,1.0743962136280143e-07,False,False,True,20.10597208147999,4.3530733647318836e-08,1.5102451497616196e-08,1.0741574243688636e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.4,True,18.335140694169866,4.3499057814875176e-08,1.5509087847623254e-08,1.0489466058997073e-07,False,False,True,18.114828481708845,4.3530733647318836e-08,1.5508076280796435e-08,1.0510462917322193e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.45,True,20.235345450470767,4.2361205378594016e-08,1.4968421418197038e-08,1.0070701394257605e-07,False,False,True,20.160422039092474,4.3530733647318836e-08,1.491706460273383e-08,1.0069118851902573e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.5,True,19.750329287432393,4.3235275072638556e-08,1.5372196871344914e-08,1.04094573170472e-07,False,False,True,19.77309973651353,4.3530733647318836e-08,1.5354895956615734e-08,1.0371135933747705e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.55,True,21.57231863882733,4.6296127552757387e-08,1.5879398157041378e-08,1.1074464890716316e-07,False,False,True,21.47606664147069,4.6296892266272595e-08,1.5874391977156474e-08,1.1062299028725409e-07,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.6,True,14.823223387000168,3.9078201045859617e-08,1.5063930448126115e-08,8.720712355748943e-08,False,False,True,14.96249243937537,3.8484361094874256e-08,1.5023075388843434e-08,8.7601033713121e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.65,True,12.001974638448711,3.571222230235036e-08,1.4880356692408296e-08,7.686613475033997e-08,False,False,True,11.776697297458472,3.6184987596427426e-08,1.4922427675722443e-08,7.644150855545659e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.7,True,10.843738940649397,3.39138020801716e-08,1.4633737532368353e-08,6.956694626160154e-08,False,False,True,10.725717600747496,3.402299765678064e-08,1.4659107432856764e-08,6.954806494634219e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.75,True,9.540354125788337,3.19636953020981e-08,1.452109438939495e-08,6.368598571457325e-08,False,False,True,9.672584849910574,3.199018284775061e-08,1.4464115276781184e-08,6.428164620975497e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.8,True,8.346161755825005,3.0518601434634574e-08,1.4618640623213674e-08,5.793906756823113e-08,False,False,True,8.33334235232569,3.0078825180430956e-08,1.462193723542997e-08,5.8012559386100064e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.85,True,7.838405640979843,2.883123713737633e-08,1.4331061977631088e-08,5.3004453910269083e-08,False,False,True,7.802180948683306,2.8281667802300298e-08,1.4346386945566625e-08,5.3052253069495085e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.9,True,6.51826851429928,2.7968250560148506e-08,1.4905304903512496e-08,5.0046779386435036e-08,False,False,True,6.473543773897103,2.8281667802300298e-08,1.4943783917092533e-08,4.98897386826689e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,2.95,True,6.213242995686609,2.710591925650722e-08,1.4725740518855993e-08,4.705537719391747e-08,False,False,True,6.240178833386504,2.6591887445126912e-08,1.4721494025600492e-08,4.735847937878344e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.0,True,5.207122745977379,2.598294951732183e-08,1.5399735744262632e-08,4.244855751715574e-08,False,False,True,5.155522059205623,2.6591887445126912e-08,1.5432249549558876e-08,4.209199505783474e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.1,True,4.403094651812868,2.4234646392921493e-08,1.577237165341713e-08,3.6078724937929594e-08,False,False,True,4.340577149283323,2.5003068519063217e-08,1.5905606633197968e-08,3.583781480548897e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.2,True,3.832886460548646,2.309649778739735e-08,1.648049235775409e-08,3.1700445053180724e-08,False,False,True,3.821507019708657,2.3509178754572845e-08,1.652423187023853e-08,3.1633371178648386e-08,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.3,False,2.9515918625793955,2.153851936959783e-08,,,False,False,False,2.9353983930925343,2.2104546299710197e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.4,False,2.583470991003531,2.0969050264475523e-08,,,False,False,False,2.623033549939474,2.078383818579755e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.5,False,2.100826961410661,2.0313760301890988e-08,,,False,False,False,2.0874872661545103,2.078383818579755e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.6,False,0.7597887315742299,1.2764652229518988e-08,,,False,False,False,0.7702092157237246,1.2696351276599728e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.7,False,0.4879704779153707,1.0924012638273281e-08,,,False,False,False,0.4917129944316152,1.1224505680853058e-08,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.8,False,0.2876136643707164,8.43023519126202e-09,,,False,False,False,0.2877478739016648,8.248746552614582e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,3.9,False,0.1913888108421985,7.171008921717014e-09,,,False,False,False,0.1908350904419574,7.292496916841445e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.0,False,0.1417612738892229,6.866912566757394e-09,,,False,False,False,0.1409738303977892,6.856782936641738e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.1,False,0.0982800951263214,6.297018144631788e-09,,,False,False,False,0.0988083878289305,6.4471021073238704e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.2,False,0.0858527484058119,6.119287065518027e-09,,,False,False,False,0.084431836734933,6.061898993497572e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.3,False,0.0669258589157388,5.675530780794021e-09,,,False,False,False,0.0674681200536372,5.699711094326075e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.4,False,0.041308183998009,5.368297368149512e-09,,,False,False,False,0.040998499020729,5.359163290848515e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.5,False,0.0372175989087031,5.421667281661816e-09,,,False,False,False,0.0373173897313507,5.359163290848515e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.6,False,0.0352839001843273,5.286875196384055e-09,,,False,False,False,0.0355571290452213,5.359163290848515e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.65,False,0.0273847586647047,5.123281869333574e-09,,,False,False,False,0.0280229413380277,5.03896262506515e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.7,False,0.0221425344449997,4.951998452114888e-09,,,False,False,False,0.0222168749404452,5.03896262506515e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
decay_2310_structural,decay_structure,4.75,False,0.014845546000375,5.019675361265303e-09,,,False,False,False,0.0149386107193982,5.03896262506515e-09,,,False,False,False,False,False,one_sided_structural_model_comparison,False
